file,comment,clean_comment
/content/pandas/pandas/tests/series/test_logical_ops.py,# GH#52538: no longer to object type when reindex is needed;,gh no longer to object type when reindex is needed
/content/pandas/pandas/_typing.py,# numpy compatible types,numpy compatible types
/content/pandas/pandas/tests/indexes/interval/test_astype.py,# raises with NA,raises with na
/content/pandas/pandas/tests/io/json/test_compression.py,# GH 39985 (read_json does not support user-provided binary files),gh  readjson does not support userprovided binary files
/content/pandas/pandas/tests/arrays/string_/test_string_arrow.py,# GH#56505 - end-to-end through Series.astype,gh  endtoend through seriesastype
/content/pandas/pandas/tests/series/test_arithmetic.py,"# names don't match, don't preserve",names dont match dont preserve
/content/pandas/pandas/core/series.py,# type: ignore[valid-type],type ignorevalidtype
/content/pandas/pandas/io/parsers/python_parser.py,# serve as the 'line' for parsing,serve as the line for parsing
/content/pandas/pandas/core/generic.py,# needed for mypy,needed for mypy
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# because: np.finfo('float32').max > np.iinfo('uint64').max,because npfinfofloatmax  npiinfouintmax
/content/pandas/pandas/core/dtypes/dtypes.py,#  something more representative of the scalar,something more representative of the scalar
/content/pandas/pandas/_typing.py,# see https://mypy.readthedocs.io/en/stable/generics.html#declaring-decorators,see httpsmypyreadthedocsioenstablegenericshtmldeclaringdecorators
/content/pandas/pandas/core/generic.py,"#  do not match, convert both to UTC.",do not match convert both to utc
/content/pandas/pandas/tests/tools/test_to_datetime.py,# Empty string parses to NaT,empty string parses to nat
/content/pandas/pandas/core/arrays/datetimelike.py,# NB: In general NDArrayBackedExtensionArray will unbox here;,nb in general ndarraybackedextensionarray will unbox here
/content/pandas/pandas/core/dtypes/dtypes.py,# Faster than calculating hash,faster than calculating hash
/content/pandas/pandas/core/internals/construction.py,# This restriction is harmless bc these are the only cases,this restriction is harmless bc these are the only cases
/content/pandas/pandas/core/generic.py,# align with me,align with me
/content/pandas/pandas/core/generic.py,# see gh-21891,see gh
/content/pandas/pandas/tests/reshape/merge/test_join.py,# Outer always sorts the index.,outer always sorts the index
/content/pandas/pandas/tests/io/test_clipboard.py,# gh-19010: avoid warnings,gh avoid warnings
/content/pandas/pandas/tests/io/parser/test_unsupported.py,# specify C engine with unsupported options (raise),specify c engine with unsupported options raise
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# round-trip should match float(),roundtrip should match float
/content/pandas/pandas/tests/strings/conftest.py,"# because ""index"" (and ""rindex"") fail intentionally",because index and rindex fail intentionally
/content/pandas/pandas/core/arrays/datetimelike.py,"# GH#24539 e.g. xarray, dask object",gh eg xarray dask object
/content/pandas/pandas/tests/series/test_arithmetic.py,"# GH#22962, behavior changed by GH#62552",gh behavior changed by gh
/content/pandas/pandas/core/arrays/datetimelike.py,"#  so do so here.  in the Index case, inferred_type may be cached.",so do so here  in the index case inferredtype may be cached
/content/pandas/pandas/core/series.py,"# error: Cannot override final attribute ""size"" (previously declared in base",error cannot override final attribute size previously declared in base
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,"# labeling them dupe.1,dupe.2, etc'. monkey patch columns",labeling them dupedupe etc monkey patch columns
/content/pandas/pandas/tests/indexes/test_common.py,"# We test against `idx_unique`, so first we make sure it's unique",we test against idxunique so first we make sure its unique
/content/pandas/pandas/core/generic.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/core/generic.py,"# if this fails, go on to more involved attribute setting",if this fails go on to more involved attribute setting
/content/pandas/pandas/tests/resample/test_resample_api.py,"# TODO(GH#14008): once GH 14008 is fixed, move these tests into",todogh once gh  is fixed move these tests into
/content/pandas/pandas/tests/tools/test_to_datetime.py,# dayfirst is essentially broken,dayfirst is essentially broken
/content/pandas/pandas/tests/indexes/datetimes/methods/test_astype.py,# GH 18951: tz-naive to tz-aware,gh  tznaive to tzaware
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# presents with encoding?,presents with encoding
/content/pandas/pandas/core/series.py,"# Statistics, overridden ndarray methods",statistics overridden ndarray methods
/content/pandas/pandas/core/generic.py,# Filling NA's,filling nas
/content/pandas/pandas/core/internals/construction.py,#  where maybe_cast_to_datetime is not a no-op.,where maybecasttodatetime is not a noop
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating obj2 triggers a copy-on-write for that column / block,mutating obj triggers a copyonwrite for that column  block
/content/pandas/pandas/core/reshape/melt.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/core/dtypes/dtypes.py,# TODO: Document public vs. private API,todo document public vs private api
/content/pandas/pandas/tests/window/test_ewm.py,# not valid: span < 1,not valid span
/content/pandas/pandas/core/series.py,# type: ignore[attr-defined],type ignoreattrdefined
/content/pandas/pandas/tests/indexes/period/test_partial_slicing.py,# slices against index should raise IndexError,slices against index should raise indexerror
/content/pandas/pandas/tests/io/parser/test_na_values.py,# Don't parse NA-values in index unless na_filter=True,dont parse navalues in index unless nafiltertrue
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# Check for data corruption if there was no segfault,check for data corruption if there was no segfault
/content/pandas/pandas/core/indexers/objects.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/io/html.py,# and try to rewind it before trying the next parser,and try to rewind it before trying the next parser
/content/pandas/pandas/io/pytables.py,# figure the mask: only do if we can successfully process this,figure the mask only do if we can successfully process this
/content/pandas/pandas/core/dtypes/dtypes.py,"# NaNs here, so we ignore the all NA case too.",nans here so we ignore the all na case too
/content/pandas/pandas/tests/series/test_logical_ops.py,# DataFrame doesn't fill nan with False,dataframe doesnt fill nan with false
/content/pandas/pandas/tests/arrays/test_datetimes.py,"#  (so we _could_ downcast to unit=""s""), we do not.",so we could downcast to units we do not
/content/pandas/pandas/tests/extension/base/ops.py,#  operation to succeed,operation to succeed
/content/pandas/pandas/tests/series/test_arithmetic.py,# noqa: E711,noqa e
/content/pandas/pandas/tests/extension/base/ops.py,#  us know at github.com/pandas-dev/pandas/issues,us know at githubcompandasdevpandasissues
/content/pandas/pandas/core/dtypes/dtypes.py,# At least one has ordered=True; equal if both have ordered=True,at least one has orderedtrue equal if both have orderedtrue
/content/pandas/pandas/io/json/_normalize.py,# only at level>1 do we rename the rest of the keys,only at level do we rename the rest of the keys
/content/pandas/pandas/tests/frame/test_query_eval.py,"# this should always work, whether NUMEXPR_INSTALLED or not",this should always work whether numexprinstalled or not
/content/pandas/pandas/tests/reshape/merge/test_merge_index_as_string.py,# Convert remaining index levels to columns,convert remaining index levels to columns
/content/pandas/pandas/core/arrays/datetimelike.py,#  whenever self.freq is a Tick,whenever selffreq is a tick
/content/pandas/pandas/io/pytables.py,# default to single select,default to single select
/content/pandas/pandas/tests/test_algos.py,# see GH 17108,see gh
/content/pandas/pandas/io/pytables.py,# set the table attributes,set the table attributes
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# xref gh-7791: make sure the quoting parameter is passed through,xref gh make sure the quoting parameter is passed through
/content/pandas/pandas/core/ops/array_ops.py,"# error: Argument 2 to ""_bool_arith_check"" has incompatible type",error argument  to boolarithcheck has incompatible type
/content/pandas/pandas/tests/strings/test_cat.py,# make sure None/NaN do not crash checks in _get_series_list,make sure nonenan do not crash checks in getserieslist
/content/pandas/pandas/io/common.py,"# error: No overload variant of ""ZipFile"" matches argument types",error no overload variant of zipfile matches argument types
/content/pandas/pandas/io/html.py,# The table has no <thead>. Move the top all-<th> rows from,the table has no thead move the top allth rows from
/content/pandas/pandas/tests/frame/methods/test_at_time.py,# index is not a DatetimeIndex,index is not a datetimeindex
/content/pandas/pandas/core/generic.py,# Handle dropping index labels,handle dropping index labels
/content/pandas/pandas/tests/resample/test_resample_api.py,# both resample and groupby should work w/o aggregation,both resample and groupby should work wo aggregation
/content/pandas/pandas/tests/frame/methods/test_astype.py,# tests all units from numeric origination,tests all units from numeric origination
/content/pandas/pandas/tests/strings/test_cat.py,# forbidden input type: set in list,forbidden input type set in list
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,"# too many columns, cause segfault if not careful",too many columns cause segfault if not careful
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,"# Using a copy (the chain), fails",using a copy the chain fails
/content/pandas/pandas/io/pytables.py,"# if dropna==True, then drop ALL nan rows",if dropnatrue then drop all nan rows
/content/pandas/pandas/core/arrays/datetimelike.py,# type: ignore[attr-defined],type ignoreattrdefined
/content/pandas/pandas/core/generic.py,"#  or label based, and if the latter, convert to positional",or label based and if the latter convert to positional
/content/pandas/pandas/core/internals/construction.py,"# Could let this raise in Block constructor, but we get a more",could let this raise in block constructor but we get a more
/content/flask/src/flask/ctx.py,# type: ignore[return-value],type ignorereturnvalue
/content/pandas/pandas/tests/copy_view/test_methods.py,# TODO(CoW): Could split blocks to avoid copying the whole block,todocow could split blocks to avoid copying the whole block
/content/pandas/pandas/tests/indexes/test_common.py,# nothing to test if the index is empty,nothing to test if the index is empty
/content/pandas/pandas/io/pytables.py,# needed for mypy,needed for mypy
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating df2 triggers a copy-on-write for that column,mutating df triggers a copyonwrite for that column
